Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,06/14/2016,"KOHL'S DEPT STRS CHG PYMT   043000091201312 WEB ID: 9044021343",-25.00,ACH_DEBIT,316.02,,
DEBIT,06/14/2016,"CAPITAL ONE N.A. CAPITALONE 000000178473053 WEB ID: 1510394779",-100.00,ACH_DEBIT,341.02,,
DEBIT,06/14/2016,"DOLLAR TREE PARKERSBURG WV                   06/13",-1.89,DEBIT_CARD,441.02,,
DEBIT,06/14/2016,"MCDONALD'S F3615 PARKERSBURG WV              06/13",-2.24,DEBIT_CARD,442.91,,
DEBIT,06/13/2016,"HLU*Hulu 42716429-U HULU.COM/BILL CA         06/12",-11.99,DEBIT_CARD,445.15,,
DEBIT,06/13/2016,"CAPITAL ONE      ONLINE PMT 616239919708296 WEB ID: 9279744991",-25.00,ACH_DEBIT,457.14,,
DEBIT,06/13/2016,"TRACTOR SUPPLY # 101 T PARKERSBURG WV762850  06/13",-16.73,DEBIT_CARD,482.14,,
DEBIT,06/13/2016,"SUDDENLINK COMMUNICTN 304-343-3343 WV        06/13",-88.95,DEBIT_CARD,498.87,,
DEBIT,06/13/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV872702  06/11",-10.68,DEBIT_CARD,587.82,,
DEBIT,06/13/2016,"DOLLAR TREE PARKERSBURG WV                   06/10",-5.35,DEBIT_CARD,598.50,,
DSLIP,06/13/2016,"DEPOSIT  ID NUMBER 808389",80.00,DEPOSIT,603.85,,
DEBIT,06/10/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV233691  06/10",-7.67,DEBIT_CARD,523.85,,
DEBIT,06/10/2016,"DOLLAR TR 130 PARK CEN PARKERSBURG WV        06/10",-8.56,DEBIT_CARD,531.52,,
DEBIT,06/09/2016,"PAYPAL *NETFLIX.COM 402-935-7733 CA          06/08",-9.99,DEBIT_CARD,540.08,,
DEBIT,06/08/2016,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-41.00,ACH_DEBIT,550.07,,
DEBIT,06/08/2016,"BARCLAYCARD US   CREDITCARD 377972131       WEB ID: 2510407970",-50.00,ACH_DEBIT,591.07,,
DEBIT,06/08/2016,"CAPITAL ONE AUTO CARPAY     006207526344001 WEB ID: 9541719806",-312.62,ACH_DEBIT,641.07,,
DEBIT,06/08/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        06/08",-21.17,DEBIT_CARD,953.69,,
DEBIT,06/08/2016,"BV AQUARIUM PARKERSBURG WV                   06/06",-42.80,DEBIT_CARD,974.86,,
DEBIT,06/07/2016,"RITE AID STORE - 1405 PARKERSBURG WV         06/07",-20.54,DEBIT_CARD,1017.66,,
DEBIT,06/07/2016,"Payment to Chase card ending in 7433 06/07",-34.00,ACCT_XFER,1038.20,,
DEBIT,06/07/2016,"MCDONALD'S F3615 PARKERSBURG WV              06/06",-3.09,DEBIT_CARD,1072.20,,
DEBIT,06/07/2016,"RFCS PAYMENT 800-541-9049 GA                 06/06",-65.00,DEBIT_CARD,1075.29,,
DEBIT,06/06/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        06/06",-19.90,DEBIT_CARD,1140.29,,
DEBIT,06/06/2016,"LOWE'S #2246 PARKERSBURG WV          126415  06/06",-6.16,DEBIT_CARD,1160.19,,
DEBIT,06/06/2016,"CVS/PHARMACY #06 06276 PARKERSBURG WV642571  06/05",-5.13,DEBIT_CARD,1166.35,,
DEBIT,06/06/2016,"GO MART #122 PARKERSBURG WV          024644  06/05",-35.85,DEBIT_CARD,1171.48,,
DEBIT,06/06/2016,"MCDONALD'S F3615 PARKERSBURG WV              06/05",-28.68,DEBIT_CARD,1207.33,,
DEBIT,06/06/2016,"NEW CHINA PARKERSBURG WV                     06/04",-20.06,DEBIT_CARD,1236.01,,
DEBIT,06/06/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        06/04",-12.70,DEBIT_CARD,1256.07,,
DEBIT,06/06/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        06/04",-72.31,DEBIT_CARD,1268.77,,
DEBIT,06/06/2016,"MCDONALD'S F3615 PARKERSBURG WV              06/03",-1.07,DEBIT_CARD,1341.08,,
CREDIT,06/06/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1314.92,ACH_CREDIT,1342.15,,
DEBIT,06/02/2016,"BURGER KING #12920 PARKERSBURG WV            06/02",-2.45,DEBIT_CARD,27.23,,
DEBIT,06/02/2016,"MCDONALD'S F3615 PARKERSBURG WV              06/01",-2.14,DEBIT_CARD,29.68,,
DEBIT,06/01/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV295487  06/01",-13.88,DEBIT_CARD,31.82,,
DEBIT,06/01/2016,"DOLLAR TREE PARKERSBURG WV                   05/31",-3.00,DEBIT_CARD,45.70,,
DEBIT,05/31/2016,"MCDONALD'S F3615 PARKERSBURG WV              05/30",-1.07,DEBIT_CARD,48.70,,
DEBIT,05/31/2016,"LOWE'S #2246 PARKERSBURG WV          878451  05/28",-7.48,DEBIT_CARD,49.77,,
DEBIT,05/31/2016,"MCDONALD'S F2676 PARKERSBURG WV              05/27",-4.26,DEBIT_CARD,57.25,,
DEBIT,05/27/2016,"DOLLAR TREE PARKERSBURG WV                   05/26",-6.24,DEBIT_CARD,61.51,,
DEBIT,05/27/2016,"MCDONALD'S F3615 PARKERSBURG WV              05/26",-4.70,DEBIT_CARD,67.75,,
DEBIT,05/26/2016,"FAMILY DOLLAR #0715 PARKERSBURG WV           05/25",-7.49,DEBIT_CARD,72.45,,
DEBIT,05/26/2016,"JOANN FABRIC #0363 PARKERSBURG WV            05/25",-8.21,DEBIT_CARD,79.94,,
DEBIT,05/26/2016,"MCDONALD'S F5282 VIENNA WV                   05/25",-3.30,DEBIT_CARD,88.15,,
DEBIT,05/26/2016,"GOODWILL INDUSTRIES VIENNA WV                05/25",-21.30,DEBIT_CARD,91.45,,
DEBIT,05/25/2016,"KMART 3218 PARKERSBURG WV                    05/25",-11.76,DEBIT_CARD,112.75,,
DEBIT,05/25/2016,"SHELL Service Station PARKERSBURG WV 098775  05/25",-14.66,DEBIT_CARD,124.51,,
DEBIT,05/25/2016,"03922 - BILLING 740-236-9093 OH              05/24",-43.75,DEBIT_CARD,139.17,,
DEBIT,05/25/2016,"03922 - BILLING 740-236-9093 OH              05/24",-50.00,DEBIT_CARD,182.92,,
DEBIT,05/25/2016,"DOLLAR TREE PARKERSBURG WV                   05/24",-6.14,DEBIT_CARD,232.92,,
DEBIT,05/24/2016,"CAPITAL ONE      ONLINE PMT 614539919120412 WEB ID: 9279744991",-25.00,ACH_DEBIT,239.06,,
DEBIT,05/24/2016,"PAYMENT FOR AMZ  STORECARD  1073432411      WEB ID: 9069872103",-25.00,ACH_DEBIT,264.06,,
DEBIT,05/24/2016,"CAPITAL ONE      ONLINE PMT 614539919120411 WEB ID: 9279744991",-59.00,ACH_DEBIT,289.06,,
DEBIT,05/24/2016,"VZ WIRELESS VE   VZW WEBPAY 7487176         WEB ID: 0000751800",-189.16,ACH_DEBIT,348.06,,
DEBIT,05/24/2016,"LOWE'S #2246 PARKERSBURG WV          280600  05/24",-57.97,DEBIT_CARD,537.22,,
DEBIT,05/24/2016,"Payment to Chase card ending in 2079 05/24",-25.00,ACCT_XFER,595.19,,
DEBIT,05/24/2016,"Online Payment 5413547316 To DOMINION HOPE 05/24",-56.31,BILLPAY,620.19,,
DEBIT,05/24/2016,"Online Payment 5413547321 To MONONGAHELA POWER 05/24",-112.18,BILLPAY,676.50,,
DEBIT,05/24/2016,"MCDONALD'S F5282 VIENNA WV                   05/23",-4.26,DEBIT_CARD,788.68,,
DEBIT,05/24/2016,"QUICKENLOANS8002519080 000-0000000 MI        05/23",-400.00,DEBIT_CARD,792.94,,
DEBIT,05/23/2016,"CBS ALL ACCESS 888-274-5343 CA               05/19",-5.99,DEBIT_CARD,1192.94,,
DEBIT,05/23/2016,"SLING TV, LLC 877-811-4788 CO                05/21",-24.99,DEBIT_CARD,1198.93,,
DEBIT,05/23/2016,"BIG LOTS STORES 2107 P PARKERSBURG WV801241  05/23",-32.10,DEBIT_CARD,1223.92,,
DEBIT,05/23/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        05/22",-66.95,DEBIT_CARD,1256.02,,
DEBIT,05/23/2016,"BIG LOTS STORES 270 PA PARKERSBURG WV617185  05/22",-21.40,DEBIT_CARD,1322.97,,
DEBIT,05/23/2016,"MCDONALD'S F3615 PARKERSBURG WV              05/22",-3.40,DEBIT_CARD,1344.37,,
DEBIT,05/23/2016,"DOLLAR TREE PARKERSBURG WV                   05/21",-6.21,DEBIT_CARD,1347.77,,
CREDIT,05/23/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1314.92,ACH_CREDIT,1353.98,,
DEBIT,05/19/2016,"Online Payment 5404991981 To Gymniks Gymnastics 05/19",-15.00,BILLPAY,39.06,,
DEBIT,05/19/2016,"WENDY'S #4103 PARKERSBURG WV                 05/18",-1.62,DEBIT_CARD,54.06,,
DEBIT,05/17/2016,"THE PIZZA PLACE SOUTH PARKERSBURG WV         05/16",-5.90,DEBIT_CARD,55.68,,
DEBIT,05/17/2016,"WENDY'S #4103 PARKERSBURG WV                 05/16",-2.45,DEBIT_CARD,61.58,,
DEBIT,05/16/2016,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-185.09,ACH_DEBIT,64.03,,
DEBIT,05/13/2016,"HLU*Hulu 42716429-U HULU.COM/BILL CA         05/12",-11.99,DEBIT_CARD,249.12,,
DEBIT,05/13/2016,"KMART 3218 PARKERSBURG WV                    05/13",-14.96,DEBIT_CARD,261.11,,
DEBIT,05/13/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV727816  05/13",-2.11,DEBIT_CARD,276.07,,
DEBIT,05/11/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        05/11",-44.18,DEBIT_CARD,278.18,,
DEBIT,05/11/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        05/11",-16.63,DEBIT_CARD,322.36,,
DEBIT,05/11/2016,"SOUTHWOOD ANIMAL HOSPI PARKERSBURG WV        05/09",-50.00,DEBIT_CARD,338.99,,
DEBIT,05/10/2016,"PAYPAL *NETFLIX.COM 402-935-7733 CA          05/09",-9.99,DEBIT_CARD,388.99,,
DEBIT,05/10/2016,"KOHL'S DEPT STRS CHG PYMT   043000094902944 WEB ID: 9044021343",-25.00,ACH_DEBIT,398.98,,
DEBIT,05/10/2016,"DOLLAR-GE 2107 PIKE ST PARKERSBURG WV        05/10",-10.54,DEBIT_CARD,423.98,,
DEBIT,05/10/2016,"DOLLAR TREE PARKERSBURG WV                   05/09",-4.00,DEBIT_CARD,434.52,,
DEBIT,05/10/2016,"MCDONALD'S F3615 PARKERSBURG WV              05/09",-3.40,DEBIT_CARD,438.52,,
DEBIT,05/09/2016,"CAPITAL ONE      ONLINE PMT 612839919237770 WEB ID: 9279744991",-25.00,ACH_DEBIT,441.92,,
DEBIT,05/09/2016,"BARCLAYCARD US   CREDITCARD 371393119       WEB ID: 2510407970",-50.00,ACH_DEBIT,466.92,,
DEBIT,05/09/2016,"PARENT ONLINE 866-442-6030 TX                05/08",-60.48,DEBIT_CARD,516.92,,
DEBIT,05/09/2016,"CAPITAL ONE AUTO CARPAY     006207526344001 WEB ID: 9541719806",-312.62,ACH_DEBIT,577.40,,
DEBIT,05/09/2016,"TRACTOR SUPPLY # 101 T PARKERSBURG WV950791  05/09",-30.72,DEBIT_CARD,890.02,,
DEBIT,05/09/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        05/09",-29.04,DEBIT_CARD,920.74,,
DEBIT,05/09/2016,"RITE AID STORE - 1405 PARKERSBURG WV 105682  05/09",-63.48,DEBIT_CARD,949.78,,
DEBIT,05/09/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        05/08",-51.76,DEBIT_CARD,1013.26,,
DEBIT,05/09/2016,"OLIVE GARDEN  00012542 PARKERSBURG WV        05/07",-88.24,DEBIT_CARD,1065.02,,
DEBIT,05/09/2016,"BP#94834397-ELEVEN#359 PARKERSBURG WV        05/07",-38.17,DEBIT_CARD,1153.26,,
DEBIT,05/09/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        05/07",-6.27,DEBIT_CARD,1191.43,,
DEBIT,05/09/2016,"Online Payment 5379765532 To City of Parkersburg 05/09",-26.29,BILLPAY,1197.70,,
DEBIT,05/09/2016,"Online Payment 5379765523 To PARKERSBURG UTILITY WV 05/09",-98.09,BILLPAY,1223.99,,
DEBIT,05/09/2016,"Payment to Chase card ending in 7433 05/09",-50.00,ACCT_XFER,1322.08,,
CREDIT,05/09/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1334.92,ACH_CREDIT,1372.08,,
DEBIT,05/04/2016,"KFC J625182   29551793 PARKERSBURG WV        05/03",-3.62,DEBIT_CARD,37.16,,
DEBIT,05/04/2016,"BP#6456552PAR MAR #3 PARKERSBURG WV          05/03",-14.21,DEBIT_CARD,40.78,,
DEBIT,05/03/2016,"TAMPICO MEX GRILL PARKERSBURG WV             05/02",-28.49,DEBIT_CARD,54.99,,
DEBIT,05/03/2016,"GOODWILL INDUSTRIES VIENNA WV                05/02",-10.13,DEBIT_CARD,83.48,,
DEBIT,05/02/2016,"WENDY'S #4103 PARKERSBURG WV                 05/01",-11.07,DEBIT_CARD,93.61,,
DEBIT,05/02/2016,"BWW PARKERSBURG PARKERSBURG OH               04/29",-31.44,DEBIT_CARD,104.68,,
DEBIT,04/29/2016,"WF HOME MTG      AUTO PAY   0042131268      WEB ID: W952318940",-571.26,ACH_DEBIT,136.12,,
DEBIT,04/29/2016,"WAL-MART #2823 PARKERSBURG ( WV              04/29",-33.99,DEBIT_CARD,707.38,,
DEBIT,04/29/2016,"STEAK N SHAKE 5701 VIENNA WV                 04/28",-28.73,DEBIT_CARD,741.37,,
DEBIT,04/28/2016,"PAYMENT FOR AMZ  STORECARD  1056862955      WEB ID: 9069872103",-25.00,ACH_DEBIT,770.10,,
DEBIT,04/28/2016,"DOLLAR TR 220 GIHON VL PARKERSBURG WV        04/28",-9.14,DEBIT_CARD,795.10,,
DEBIT,04/28/2016,"STEAK N SHAKE 5701 VIENNA WV                 04/27",-7.68,DEBIT_CARD,804.24,,
DEBIT,04/27/2016,"Online Payment 5354703624 To MONONGAHELA POWER 04/27",-113.18,BILLPAY,811.92,,
DEBIT,04/27/2016,"Online Payment 5354703616 To DOMINION HOPE 04/27",-59.38,BILLPAY,925.10,,
DEBIT,04/27/2016,"Payment to Chase card ending in 2079 04/27",-25.00,ACCT_XFER,984.48,,
DEBIT,04/27/2016,"PSP LLC OR PET SUPPLIE VIENNA WV     362624  04/27",-8.54,DEBIT_CARD,1009.48,,
DEBIT,04/26/2016,"VZ WIRELESS VE   VZW WEBPAY 2997191         WEB ID: 0000751800",-224.94,ACH_DEBIT,1018.02,,
DEBIT,04/26/2016,"CAPITAL ONE N.A. CAPITALONE 000000178473053 WEB ID: 1510394779",-250.00,ACH_DEBIT,1242.96,,
DEBIT,04/26/2016,"TRACTOR SUPPLY # 101 T PARKERSBURG WV636384  04/26",-16.91,DEBIT_CARD,1492.96,,
DEBIT,04/26/2016,"RITE AID STORE - 1405 PARKERSBURG WV 333949  04/26",-34.39,DEBIT_CARD,1509.87,,
DEBIT,04/25/2016,"CAPITAL ONE      ONLINE PMT 611639919614526 WEB ID: 9279744991",-25.00,ACH_DEBIT,1544.26,,
DEBIT,04/25/2016,"KROGER 1008 LEE STREET BELPRE OH     917564  04/25",-8.34,DEBIT_CARD,1569.26,,
DEBIT,04/25/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV763678  04/25",-29.43,DEBIT_CARD,1577.60,,
DEBIT,04/25/2016,"PSP LLC OR PET SUPPLIE VIENNA WV     344525  04/25",-6.04,DEBIT_CARD,1607.03,,
DEBIT,04/25/2016,"PAR MAR #3 PARKERSBURG WV                    04/25",-7.99,DEBIT_CARD,1613.07,,
DEBIT,04/25/2016,"PAR MAR #3 PARKERSBURG WV                    04/24",-5.96,DEBIT_CARD,1621.06,,
CREDIT,04/25/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",252.97,ACH_CREDIT,1627.02,,
CREDIT,04/25/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1334.92,ACH_CREDIT,1374.05,,
DEBIT,04/22/2016,"SLING TV, LLC 877-811-4788 CO                04/21",-24.99,DEBIT_CARD,39.13,,
DEBIT,04/21/2016,"CBS ALL ACCESS 888-274-5343 CA               04/19",-5.99,DEBIT_CARD,64.12,,
DEBIT,04/20/2016,"BP#6456552PAR MAR #3 PARKERSBURG WV          04/19",-17.25,DEBIT_CARD,70.11,,
DEBIT,04/19/2016,"WalMart CC       WM EPAY    1048746294      WEB ID: 9069872103",-25.00,ACH_DEBIT,87.36,,
DEBIT,04/19/2016,"Payment to Chase card ending in 7433 04/19",-70.00,ACCT_XFER,112.36,,
DEBIT,04/19/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        04/19",-18.13,DEBIT_CARD,182.36,,
DEBIT,04/19/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV251534  04/19",-5.28,DEBIT_CARD,200.49,,
DEBIT,04/18/2016,"MOTORISTS INSURA INS PREM                   PPD ID: 1314259550",-185.09,ACH_DEBIT,205.77,,
DEBIT,04/18/2016,"GIHON VILLAGE F PARKERSBURG WV               04/17",-6.79,DEBIT_CARD,390.86,,
DEBIT,04/18/2016,"JAMES COUNTRY STORE WASHINGTON WV    138162  04/17",-19.03,DEBIT_CARD,397.65,,
DEBIT,04/18/2016,"SWEET FROG 300141 PARKERSBURG WV             04/15",-17.93,DEBIT_CARD,416.68,,
DEBIT,04/18/2016,"TIM HORTONS #919353 PARKERSBURG WV           04/15",-7.48,DEBIT_CARD,434.61,,
DEBIT,04/18/2016,"BWW PARKERSBURG PARKERSBURG OH               04/14",-49.69,DEBIT_CARD,442.09,,
DEBIT,04/15/2016,"CAPITAL ONE N.A. CAPITALONE 000000178473053 WEB ID: 1510394779",-125.00,ACH_DEBIT,491.78,,
DEBIT,04/15/2016,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-1855.05,ACH_DEBIT,616.78,,
DEBIT,04/15/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        04/15",-73.78,DEBIT_CARD,2471.83,,
DEBIT,04/15/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV300928  04/15",-20.14,DEBIT_CARD,2545.61,,
DEBIT,04/15/2016,"DOLLAR TREE #00924 130 PARKERSBURG WV        04/15",-20.33,DEBIT_CARD,2565.75,,
DEBIT,04/15/2016,"RITE AID STORE - 1405 PARKERSBURG WV 377830  04/15",-10.00,DEBIT_CARD,2586.08,,
DEBIT,04/15/2016,"THE LITTLE STIRR LLC VIENNA WV               04/14",-5.02,DEBIT_CARD,2596.08,,
DEBIT,04/15/2016,"KROGER FUEL #3753 PARKERSBURG WV             04/14",-20.01,DEBIT_CARD,2601.10,,
DEBIT,04/14/2016,"CAPITAL ONE      ONLINE PMT 610539919484779 WEB ID: 9279744991",-225.00,ACH_DEBIT,2621.11,,
DEBIT,04/14/2016,"Payment to Chase card ending in 9786 04/14",-240.00,ACCT_XFER,2846.11,,
DEBIT,04/14/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        04/14",-5.35,DEBIT_CARD,3086.11,,
DEBIT,04/14/2016,"WAL-MART #2823 PARKERSBURG ( WV              04/14",-46.91,DEBIT_CARD,3091.46,,
DEBIT,04/14/2016,"DOLLAR TREE #02512 283 PARKERSBURG WV        04/14",-19.19,DEBIT_CARD,3138.37,,
DEBIT,04/14/2016,"SUDDENLINK COMMUNICTN 304-343-3343 WV        04/14",-88.93,DEBIT_CARD,3157.56,,
DEBIT,04/13/2016,"HLU*Hulu 42716429-U HULU.COM/BILL CA         04/12",-11.99,DEBIT_CARD,3246.49,,
DEBIT,04/13/2016,"CAPITAL ONE      ONLINE PMT 610439919395499 WEB ID: 9279744991",-419.07,ACH_DEBIT,3258.48,,
DEBIT,04/13/2016,"CAPITAL ONE      ONLINE PMT 610439919395498 WEB ID: 9279744991",-2492.29,ACH_DEBIT,3677.55,,
DEBIT,04/13/2016,"Online Payment 5325521972 To City of Parkersburg 04/13",-26.29,BILLPAY,6169.84,,
DEBIT,04/13/2016,"Online Payment 5325521963 To PARKERSBURG UTILITY WV 04/13",-83.49,BILLPAY,6196.13,,
DEBIT,04/13/2016,"Payment to Chase card ending in 9786 04/13",-467.69,ACCT_XFER,6279.62,,
DEBIT,04/13/2016,"Payment to Chase card ending in 7433 04/13",-3366.99,ACCT_XFER,6747.31,,
DEBIT,04/12/2016,"WAL-MART #2823 PARKERSBURG ( WV              04/12",-39.54,DEBIT_CARD,10114.30,,
DEBIT,04/12/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        04/12",-70.64,DEBIT_CARD,10153.84,,
DEBIT,04/12/2016,"SAM'S Club VIENNA WV                         04/12",-155.00,DEBIT_CARD,10224.48,,
DEBIT,04/12/2016,"KROGER 1008 LEE STREET BELPRE OH     508321  04/12",-36.46,DEBIT_CARD,10379.48,,
DEBIT,04/12/2016,"EL CAMINO MEXICAN COCI ATHENS OH             04/11",-26.79,DEBIT_CARD,10415.94,,
DEBIT,04/12/2016,"STARBUCKS STORE 02519 COLUMBUS OH            04/11",-7.50,DEBIT_CARD,10442.73,,
DEBIT,04/12/2016,"OSUWMC-P NEURO CP-GAH GAHANNA OH             04/11",-35.00,DEBIT_CARD,10450.23,,
DSLIP,04/12/2016,"DEPOSIT  ID NUMBER 487248",9600.01,DEPOSIT,10485.23,,
DEBIT,04/11/2016,"PAYPAL *NETFLIX.COM 402-935-7733 CA          04/08",-9.99,DEBIT_CARD,885.22,,
DEBIT,04/11/2016,"CAPITAL ONE      ONLINE PMT 610039919240429 WEB ID: 9279744991",-25.00,ACH_DEBIT,895.21,,
DEBIT,04/11/2016,"CAPITAL ONE      ONLINE PMT 610039919240428 WEB ID: 9279744991",-25.00,ACH_DEBIT,920.21,,
DEBIT,04/11/2016,"BARCLAYCARD US   CREDITCARD 365282143       WEB ID: 2510407970",-43.71,ACH_DEBIT,945.21,,
DEBIT,04/11/2016,"CONTAINERSTORECOLUMBUS COLUMBUS OH   110422  04/11",-21.49,DEBIT_CARD,988.92,,
DEBIT,04/11/2016,"FRESH THYME #301 DUBLIN OH           745162  04/11",-11.99,DEBIT_CARD,1010.41,,
DEBIT,04/11/2016,"HOB-LOB #240 2680 Sawm Columbus OH   951515  04/11",-82.03,DEBIT_CARD,1022.40,,
DEBIT,04/11/2016,"Payment to Chase card ending in 9786 04/11",-57.00,ACCT_XFER,1104.43,,
DEBIT,04/11/2016,"SAMS CLUB SAM'S Club VIENNA WV               04/09",-70.42,DEBIT_CARD,1161.43,,
DEBIT,04/11/2016,"SAM'S Club VIENNA WV                         04/09",-1.90,DEBIT_CARD,1231.85,,
DEBIT,04/11/2016,"RITE AID STORE - 1405 PARKERSBURG WV 150703  04/09",-2.33,DEBIT_CARD,1233.75,,
DEBIT,04/11/2016,"PAT CATANS 34 PARKERSB PARKERSBURG WV997199  04/09",-11.63,DEBIT_CARD,1236.08,,
DEBIT,04/11/2016,"OLIVE GARDEN  00012542 PARKERSBURG WV        04/09",-48.10,DEBIT_CARD,1247.71,,
DEBIT,04/11/2016,"ATM WITHDRAWAL                       006062  04/09321 MAIN",-100.00,ATM,1295.81,,
CREDIT,04/11/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1351.29,ACH_CREDIT,1395.81,,
DEBIT,04/08/2016,"THE LITTLE STIRR LLC VIENNA WV               04/07",-5.02,DEBIT_CARD,44.52,,
DEBIT,04/06/2016,"DOLLAR TREE #02512 283 PARKERSBURG WV        04/06",-8.42,DEBIT_CARD,49.54,,
DEBIT,04/05/2016,"BP#6456552PAR MAR #3 PARKERSBURG WV          04/04",-10.00,DEBIT_CARD,57.96,,
DEBIT,04/04/2016,"KOHL'S DEPT STRS CHG PYMT   043000094138276 WEB ID: 9044021343",-25.00,ACH_DEBIT,67.96,,
DEBIT,04/04/2016,"CABELAS VISA     PAYMENTS                   WEB ID: 2470839081",-73.00,ACH_DEBIT,92.96,,
DEBIT,04/04/2016,"RITE AID STORE - 1405 PARKERSBURG WV 295387  04/03",-13.73,DEBIT_CARD,165.96,,
DEBIT,04/04/2016,"BURGER KING #13378 PARKERSBURG WV            04/01",-1.07,DEBIT_CARD,179.69,,
DEBIT,04/01/2016,"PAYPAL *BLIZZARD 402-935-7733 CA             03/30",-14.99,DEBIT_CARD,180.76,,
DEBIT,04/01/2016,"PARKERSBURG RURAL KING PARKERSBURG WV        03/31",-30.45,DEBIT_CARD,195.75,,
DEBIT,04/01/2016,"MOE'S SW GRILL 4788 VIENNA WV                03/31",-20.29,DEBIT_CARD,226.20,,
DEBIT,03/31/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        03/31",-14.92,DEBIT_CARD,246.49,,
DEBIT,03/31/2016,"MOTHER EARTH FO PARKERSBURG WV               03/31",-15.95,DEBIT_CARD,261.41,,
DEBIT,03/31/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        03/31",-14.16,DEBIT_CARD,277.36,,
DEBIT,03/31/2016,"159 DEPT. OF INTERNAL PARKERSBURG WV 080959  03/31",-25.00,DEBIT_CARD,291.52,,
DEBIT,03/30/2016,"WF HOME MTG      AUTO PAY   0042131268      WEB ID: W952318940",-571.26,ACH_DEBIT,316.52,,
DEBIT,03/30/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        03/30",-33.67,DEBIT_CARD,887.78,,
DEBIT,03/30/2016,"DOLLAR TREE #02512 283 PARKERSBURG WV        03/30",-9.56,DEBIT_CARD,921.45,,
DEBIT,03/30/2016,"FIESTA SALONS PARKERSBURG WV                 03/29",-20.00,DEBIT_CARD,931.01,,
DEBIT,03/30/2016,"1875 Great Clips at Ma PARKERSBURG WV        03/29",-17.00,DEBIT_CARD,951.01,,
DEBIT,03/29/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        03/29",-10.00,DEBIT_CARD,968.01,,
DEBIT,03/29/2016,"INMAN FAMILY EYECARE I PARKERSBURG WV269215  03/29",-10.00,DEBIT_CARD,978.01,,
DEBIT,03/28/2016,"GIHON VILLAGE F PARKERSBURG WV               03/28",-6.17,DEBIT_CARD,988.01,,
DEBIT,03/28/2016,"Wal-Mart Super Cente PARKERSBURG ( WV        03/28",-55.23,DEBIT_CARD,994.18,,
DEBIT,03/28/2016,"Payment to Chase card ending in 2079 03/28",-25.00,ACCT_XFER,1049.41,,
DEBIT,03/28/2016,"Online Payment 5288003261 To DOMINION HOPE 03/28",-104.89,BILLPAY,1074.41,,
DEBIT,03/28/2016,"Online Payment 5288003265 To MONONGAHELA POWER 03/28",-110.96,BILLPAY,1179.30,,
DEBIT,03/28/2016,"Payment to Chase card ending in 7433 03/28",-112.00,ACCT_XFER,1290.26,,
DEBIT,03/28/2016,"WM SUPERC Wal-Mart S PARKERSBURG ( WV        03/27",-16.56,DEBIT_CARD,1402.26,,
DEBIT,03/28/2016,"DOLLAR-GENERAL # 2107 PARKERSBURG WV 222045  03/26",-10.75,DEBIT_CARD,1418.82,,
CREDIT,03/28/2016,"AGRI TREAS 310     FED SAL                  PPD ID: 9101036009",1386.29,ACH_CREDIT,1429.57,,
DEBIT,03/24/2016,"WAL-MART #2823 PARKERSBURG WV                03/23",-11.01,DEBIT_CARD,43.28,,
DSLIP,03/23/2016,"Cash Redemption",23.95,DEPOSIT,54.29,,
